ID,Priority,Source,Requester Name,Subject,Description,Status,Agent Group Name,Agent Name,Created Date,Resolved Date,Requester Location,Department Name,Service Category,Sub Category,SLA Met
FLD190296,high,email,Employee 9474,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6327 Emp Code 6327 Mobile 98xxxxxx37 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Transfer to GXP Support,Field Support L2,Agent 30,21-05-2025 02:54:24 AM,,Region West,Field Sales,Application & Software,DetailPro CLM,Yes
FLD190617,high,email,Employee 4654,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7728 Emp Code 7728 Mobile 98xxxxxx57 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IT Service Desk,Agent 36,12-05-2025 02:15:50 PM,15-05-2025 01:36:17 AM,Plant A,Quality,,,Yes
FLD190195,medium,email,Employee 7957,FieldHub attendance reset request 25 March,"FieldHub attendance reset request 6 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3536 Emp Code 3536 Mobile 98xxxxxx86 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 26,24-05-2025 10:13:12 PM,25-05-2025 06:35:33 PM,Plant B,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190343,medium,chat,Employee 4521,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1584 Emp Code 1584 Mobile 98xxxxxx75 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 26,24-05-2025 11:40:11 PM,27-05-2025 05:03:30 PM,Region South,IT,Hardware & Devices,iPad,Yes
FLD190248,medium,email,Employee 8177,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9083 Emp Code 9083 Mobile 98xxxxxx21 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L1,Agent 09,05-05-2025 08:37:16 AM,,Region North,Finance,Application & Software,SalesTrack CRM,Yes
FLD190522,high,chat,Employee 2938,"SAP attendance period locked, cannot submit timesheet","SAP attendance period locked, cannot submit timesheet. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8223 Emp Code 8223 Mobile 98xxxxxx23 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,SAP Basis,Agent 22,21-03-2025 03:09:12 AM,25-03-2025 10:17:00 AM,Region West,Field Sales,Application & Software,SAP,No
FLD190493,medium,email,Employee 7720,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5714 Emp Code 5714 Mobile 98xxxxxx51 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Endpoint Team,Agent 30,06-05-2025 08:25:55 PM,07-05-2025 03:30:42 PM,HQ,Marketing,Hardware & Devices,Mobile,Yes
FLD190471,low,email,Employee 4488,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1521 Emp Code 1521 Mobile 98xxxxxx25 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 02,25-04-2025 10:35:17 AM,25-04-2025 04:15:20 PM,Region West,Marketing,Access & Authentication,Login Issues,Yes
FLD190167,urgent,portal,Employee 3531,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6774 Emp Code 6774 Mobile 98xxxxxx27 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 13,12-04-2025 11:50:46 AM,14-04-2025 03:16:10 AM,Region South,Quality,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190507,medium,email,Employee 1215,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4758 Emp Code 4758 Mobile 98xxxxxx51 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Endpoint Team,Agent 28,04-04-2025 12:06:45 AM,06-04-2025 10:32:33 PM,HQ,HR,Hardware & Devices,Mobile,Yes
FLD190047,medium,email,Employee 7116,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 1475 Emp Code 1475 Mobile 98xxxxxx90 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Transfer to GXP Support,Field Support L1,Agent 36,18-03-2025 08:52:24 PM,,Region South,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190182,medium,portal,Employee 3019,FieldHub attendance reset request 14 March,"FieldHub attendance reset request 27 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6754 Emp Code 6754 Mobile 98xxxxxx80 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 25,13-04-2025 01:15:23 PM,16-04-2025 04:31:03 AM,Plant B,Regulatory Affairs,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190596,medium,portal,Employee 4048,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7603 Emp Code 7603 Mobile 98xxxxxx11 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 31,24-04-2025 02:19:43 AM,28-04-2025 01:56:20 AM,Plant A,Field Sales,,,Yes
FLD190107,low,portal,Employee 2750,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7362 Emp Code 7362 Mobile 98xxxxxx69 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 01,04-06-2025 09:16:36 AM,05-06-2025 06:51:05 PM,Region North,IT,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190359,high,chat,Employee 7335,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4030 Emp Code 4030 Mobile 98xxxxxx87 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 30,24-04-2025 11:16:25 PM,26-04-2025 12:28:35 PM,Region North,Field Sales,Hardware & Devices,iPad,Yes
FLD190300,medium,portal,Employee 8449,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4111 Emp Code 4111 Mobile 98xxxxxx24 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 11,27-04-2025 08:17:06 AM,29-04-2025 09:18:49 PM,HQ,Field Sales,Application & Software,DetailPro CLM,Yes
FLD190549,medium,email,Employee 8333,SAP login error after password change,"SAP login error after password change. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8286 Emp Code 8286 Mobile 98xxxxxx78 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,SAP Basis,Agent 29,15-03-2025 06:40:00 PM,17-03-2025 03:08:37 PM,Region South,Finance,Application & Software,SAP,Yes
FLD190066,medium,email,Employee 4232,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3620 Emp Code 3620 Mobile 98xxxxxx41 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 05,09-04-2025 08:03:48 AM,10-04-2025 12:40:11 PM,Region West,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190484,high,email,Employee 1015,Access rights request for SalesTrack dashboards,"Access rights request for SalesTrack dashboards. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9975 Emp Code 9975 Mobile 98xxxxxx97 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IAM Team,Agent 05,03-03-2025 05:36:42 AM,05-03-2025 05:06:42 PM,HQ,HR,Access & Authentication,Access Rights,Yes
FLD190708,medium,email,Employee 6604,"showing error, please help","showing error, please help. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6201 Emp Code 6201 Mobile 98xxxxxx58 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IT Service Desk,Agent 01,27-03-2025 02:44:24 PM,29-03-2025 11:32:11 PM,HQ,Field Sales,,,Yes
FLD190509,medium,portal,Employee 1696,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5295 Emp Code 5295 Mobile 98xxxxxx81 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 31,09-05-2025 09:35:28 AM,10-05-2025 11:12:48 PM,Region North,HR,Hardware & Devices,Mobile,No
FLD190600,medium,portal,Employee 1168,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3875 Emp Code 3875 Mobile 98xxxxxx43 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 17,26-03-2025 09:47:39 PM,01-04-2025 03:00:22 AM,Plant B,Field Sales,,,Yes
FLD190510,medium,email,Employee 5045,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9576 Emp Code 9576 Mobile 98xxxxxx40 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 35,30-03-2025 07:24:53 AM,02-04-2025 05:21:12 AM,Region West,Marketing,Hardware & Devices,Mobile,Yes
FLD190003,high,email,Employee 4078,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9974 Emp Code 9974 Mobile 98xxxxxx18 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 04,18-03-2025 07:27:16 AM,19-03-2025 08:25:53 AM,Region South,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
